feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
140000,male,graduate,single,27,0
360000,male,university,single,28,0
180000,male,university,married,49,0
390000,male,graduate,married,36,1
30000,female,highschool,married,33,0
210000,female,graduate,married,35,0
20000,male,university,single,24,0
450000,male,graduate,married,43,0
50000,male,highschool,married,24,0
50000,male,highschool,single,46,1
20000,male,university,single,39,1
200000,female,graduate,single,39,0
230000,female,graduate,single,27,0
50000,male,university,married,41,1
50000,female,university,single,26,0
50000,male,graduate,single,57,0
20000,male,university,single,23,0
40000,male,graduate,married,47,0
100000,male,graduate,single,26,0
150000,female,university,married,43,0
240000,male,graduate,married,36,0
360000,male,university,married,37,0
130000,male,graduate,single,43,0
50000,female,university,single,23,0
160000,male,university,married,60,0
340000,female,university,married,32,0
20000,male,highschool,single,23,1
60000,male,highschool,single,52,0
220000,female,university,married,35,0
280000,female,graduate,married,32,1
60000,male,university,married,30,0
230000,male,graduate,married,42,1
120000,female,highschool,other,41,0
240000,female,graduate,single,30,0
420000,female,graduate,married,29,0
230000,female,university,single,31,0
30000,female,graduate,single,26,1
210000,female,university,married,30,0
250000,male,graduate,single,29,0
70000,female,university,married,34,0
20000,female,university,single,43,0
130000,male,highschool,married,44,0
460000,male,graduate,married,41,0
170000,female,university,single,29,0
200000,male,university,single,31,0
70000,male,highschool,married,43,1
200000,female,graduate,married,32,1
20000,female,university,single,30,1
200000,male,highschool,single,55,0
250000,male,university,single,45,1
50000,male,university,married,34,0
30000,female,university,single,25,0
50000,male,graduate,married,44,0
90000,male,highschool,married,45,0
360000,male,graduate,single,34,0
290000,female,university,married,45,0
170000,male,graduate,single,24,0
290000,female,graduate,married,52,0
30000,male,highschool,single,39,1
250000,female,graduate,married,25,0
210000,male,highschool,single,32,0
360000,female,graduate,married,30,1
120000,female,university,married,37,0
170000,male,graduate,single,28,1
20000,male,highschool,single,55,0
80000,male,university,married,25,0
200000,female,university,married,43,0
150000,female,graduate,single,32,0
110000,female,highschool,married,44,1
180000,female,university,single,26,0
520000,female,highschool,married,41,0
20000,male,highschool,married,44,1
180000,female,university,single,44,0
30000,male,highschool,married,36,0
380000,female,graduate,married,31,0
160000,female,graduate,single,42,0
220000,male,graduate,single,32,0
250000,male,graduate,single,29,0
330000,male,graduate,married,53,0
50000,male,university,single,26,0
340000,female,graduate,single,35,0
180000,female,university,married,41,0
30000,male,graduate,single,35,1
10000,male,highschool,single,45,0
120000,female,university,married,37,0
250000,female,university,single,38,1
200000,female,graduate,single,39,0
500000,female,graduate,single,32,1
90000,female,graduate,single,29,1
80000,male,highschool,single,38,0
740000,female,university,married,35,1
300000,male,graduate,single,34,1
210000,male,highschool,married,44,0
230000,male,graduate,married,37,0
270000,male,highschool,single,51,0
270000,female,graduate,single,32,0
180000,female,graduate,single,30,0
280000,female,university,single,30,0
50000,male,university,single,46,0
20000,female,university,single,26,1
170000,female,highschool,married,54,0
300000,female,university,married,39,0
20000,male,university,married,50,1
110000,female,university,single,31,1
80000,male,university,married,54,0
80000,female,graduate,single,23,0
60000,female,university,married,48,0
30000,male,university,single,27,0
40000,male,graduate,single,26,0
180000,female,highschool,married,43,1
290000,male,university,married,50,0
50000,female,graduate,single,26,1
150000,female,graduate,single,32,0
50000,male,university,married,41,0
20000,male,university,married,36,0
180000,female,graduate,single,28,0
360000,male,graduate,single,30,0
90000,female,highschool,married,33,1
450000,male,graduate,married,48,0
140000,male,graduate,single,29,0
400000,female,graduate,single,27,0
50000,female,university,married,30,0
420000,female,university,married,50,0
390000,female,graduate,single,35,1
200000,female,university,married,40,0
130000,male,graduate,single,29,0
360000,female,graduate,single,36,0
290000,male,university,married,46,0
120000,female,university,single,24,0
40000,female,graduate,single,24,1
500000,male,graduate,married,42,0
150000,female,graduate,married,36,0
240000,female,graduate,single,26,1
80000,male,highschool,single,44,0
220000,female,graduate,married,48,0
110000,female,graduate,married,31,0
220000,female,university,married,52,0
100000,female,university,single,34,0
70000,female,highschool,married,42,0
50000,female,university,married,27,0
200000,female,graduate,single,32,0
220000,male,highschool,married,42,0
200000,female,highschool,married,42,0
350000,female,graduate,married,43,0
80000,female,highschool,single,24,0
50000,female,university,single,56,0
200000,male,graduate,single,32,0
60000,female,highschool,married,31,0
50000,male,highschool,married,49,1
360000,female,graduate,single,33,0
30000,female,highschool,single,50,1
90000,female,university,single,32,0
200000,female,graduate,married,32,0
100000,male,other,single,51,0
200000,female,highschool,single,49,0
300000,female,graduate,married,26,1
10000,male,highschool,married,30,0
400000,male,university,single,44,0
130000,female,highschool,married,34,1
180000,male,university,single,50,0
370000,female,highschool,single,27,0
60000,female,graduate,single,46,0
210000,female,graduate,single,29,0
70000,female,highschool,married,46,1
20000,female,graduate,single,33,0
200000,female,graduate,single,35,0
130000,female,university,married,30,0
120000,male,university,married,38,0
330000,female,graduate,married,34,0
30000,female,highschool,married,54,1
480000,female,university,single,39,0
100000,male,graduate,single,39,0
270000,female,graduate,married,43,0
40000,female,highschool,married,55,1
180000,female,university,single,34,0
240000,male,university,single,25,1
210000,female,graduate,married,38,0
50000,female,university,single,23,0
230000,female,highschool,married,44,0
50000,female,university,single,24,1
250000,female,graduate,single,41,0
120000,female,highschool,married,45,0
160000,male,university,married,35,0
210000,male,university,married,29,0
260000,female,graduate,single,29,0
310000,female,university,married,32,0
50000,female,highschool,married,42,1
360000,female,graduate,single,30,0
50000,female,graduate,single,24,0
240000,male,university,married,44,0
500000,male,highschool,married,49,0
150000,female,graduate,married,40,0
160000,female,university,married,38,0
410000,female,university,single,42,0
50000,female,highschool,single,63,0
50000,male,highschool,single,38,0
170000,female,graduate,single,29,0
100000,female,graduate,single,47,0
230000,male,graduate,married,46,1
20000,male,university,single,30,1
170000,female,graduate,married,50,0
160000,female,graduate,single,36,1
400000,male,highschool,single,35,0
340000,female,graduate,single,29,0
90000,male,highschool,married,31,1
140000,female,graduate,single,32,0
280000,female,university,married,27,0
180000,female,university,married,40,0
500000,male,graduate,married,53,0
360000,female,graduate,married,34,0
50000,male,graduate,single,23,0
220000,male,graduate,married,55,0
500000,male,graduate,married,35,0
100000,male,university,single,41,0
20000,female,graduate,single,29,1
80000,female,highschool,married,26,0
160000,female,graduate,married,38,0
240000,male,university,married,39,0
450000,male,highschool,married,36,0
50000,male,highschool,single,39,0
150000,male,university,married,37,1
290000,female,university,married,36,0
50000,female,university,single,22,0
80000,male,highschool,married,38,0
50000,male,university,single,45,1
50000,male,university,married,30,0
500000,male,university,married,42,0
500000,female,graduate,married,39,1
200000,female,highschool,married,40,0
30000,female,highschool,married,22,0
80000,female,highschool,married,51,0
50000,female,graduate,married,50,0
50000,male,university,married,31,1
280000,female,university,single,38,0
260000,female,university,married,48,0
30000,female,university,single,22,0
210000,female,graduate,married,28,0
50000,female,university,married,31,1
20000,female,university,married,29,0
310000,female,graduate,married,47,0
100000,female,university,married,42,0
180000,female,university,single,36,1
100000,male,graduate,single,26,0
20000,male,university,single,25,1
240000,female,university,single,46,0
200000,male,university,single,45,0
30000,female,university,single,24,0
500000,female,university,single,38,0
230000,female,highschool,married,43,0
110000,female,highschool,single,27,1
230000,female,graduate,single,34,0
80000,female,graduate,married,45,1
200000,female,graduate,married,33,0
80000,female,highschool,single,51,0
170000,male,university,married,30,0
120000,female,graduate,married,31,0
100000,female,graduate,married,45,1
210000,female,graduate,single,34,0
300000,female,graduate,single,26,0
70000,female,university,single,49,0
30000,female,university,single,40,0
30000,female,university,married,51,0
80000,female,university,married,30,0
180000,female,graduate,married,37,0
360000,female,graduate,married,28,0
50000,male,university,married,46,0
170000,male,other,married,35,0
230000,female,university,married,40,0
500000,male,graduate,married,44,0
30000,male,university,single,26,1
120000,male,graduate,single,31,1
200000,male,graduate,single,38,1
60000,female,highschool,married,38,0
140000,male,university,single,39,0
50000,male,highschool,single,44,0
90000,female,university,married,35,0
150000,female,graduate,single,28,0
250000,female,highschool,single,29,0
100000,female,university,single,24,1
320000,male,graduate,married,43,1
50000,male,highschool,single,31,0
90000,female,graduate,single,28,1
250000,male,university,single,42,0
120000,female,university,single,27,0
140000,female,highschool,single,24,0
330000,female,graduate,single,34,0
500000,male,graduate,married,33,0
30000,male,university,single,24,0
80000,male,graduate,married,41,1
320000,male,graduate,married,40,0
600000,male,university,married,50,1
200000,female,university,single,36,1
240000,female,university,single,39,0
30000,male,university,married,54,0
20000,male,university,single,33,0
130000,female,graduate,single,32,0
190000,male,highschool,married,38,0
470000,female,graduate,married,46,0
50000,female,graduate,single,29,0
250000,female,university,married,33,0
500000,female,graduate,married,45,0
500000,male,graduate,single,28,0
60000,female,graduate,single,25,0
20000,male,university,married,61,1
50000,male,university,married,50,0
20000,male,university,married,45,1
140000,male,graduate,single,27,0
80000,female,university,married,53,0
110000,female,university,married,29,0
360000,female,graduate,single,39,0
50000,female,other,single,21,0
380000,male,graduate,married,52,0
50000,female,university,married,38,0
300000,female,university,married,49,0
360000,male,graduate,married,29,0
60000,female,university,single,23,0
30000,male,university,single,29,0
120000,male,graduate,single,28,0
50000,female,graduate,single,26,0
150000,female,university,married,40,0
50000,female,university,single,23,1
50000,female,university,single,23,0
50000,female,university,married,39,1
550000,female,graduate,single,28,0
190000,male,university,married,37,0
310000,female,university,married,37,0
110000,male,highschool,single,49,0
160000,female,university,married,27,0
200000,female,graduate,single,32,0
300000,male,graduate,single,29,0
150000,female,university,single,28,0
90000,male,other,married,57,0
210000,female,graduate,single,26,0
360000,female,graduate,married,33,0
150000,male,graduate,single,28,1
100000,female,university,married,34,0
180000,female,graduate,single,26,0
270000,male,university,married,39,0
60000,male,university,single,53,0
220000,female,university,married,33,1
200000,male,graduate,single,60,0
120000,female,university,single,54,0
500000,male,graduate,single,43,0
50000,male,other,single,26,0
30000,male,other,single,38,0
50000,male,university,married,35,0
20000,female,university,married,50,1
240000,female,graduate,single,27,0
30000,male,graduate,single,28,1
70000,female,highschool,married,45,0
50000,female,highschool,married,25,1
500000,female,graduate,single,28,1
170000,male,graduate,married,41,0
20000,female,highschool,single,22,0
100000,female,university,single,27,0
20000,male,graduate,single,23,0
210000,male,highschool,single,27,0
50000,male,graduate,married,41,1
20000,female,highschool,divorce,43,0
190000,male,university,single,36,0
20000,male,university,married,35,0
220000,male,graduate,single,31,0
20000,female,university,single,34,0
140000,female,highschool,married,32,0
20000,male,university,single,27,0
210000,female,graduate,married,50,1
220000,female,graduate,single,36,1
120000,female,graduate,married,38,1
50000,male,university,single,25,1
230000,female,graduate,single,24,0
20000,male,highschool,single,23,0
210000,female,graduate,single,31,0
210000,male,graduate,single,26,0
10000,male,graduate,single,38,0
100000,female,university,single,28,1
30000,male,university,single,23,0
300000,male,graduate,married,40,0
140000,male,graduate,single,29,0
50000,male,university,divorce,35,1
200000,male,university,married,40,0
260000,male,graduate,single,33,0
250000,male,university,married,52,1
500000,female,graduate,married,52,0
60000,female,highschool,married,44,1
360000,female,university,single,25,0
90000,female,university,married,41,1
150000,male,university,single,23,1
130000,male,graduate,single,54,0
120000,male,university,married,52,1
160000,male,university,single,29,0
500000,male,highschool,married,37,0
130000,male,graduate,single,28,0
360000,female,graduate,single,29,0
120000,male,university,married,51,1
240000,female,university,married,41,0
50000,male,university,single,35,0
30000,male,university,divorce,27,0
50000,male,graduate,single,25,0
80000,female,graduate,married,38,1
230000,female,graduate,single,27,0
50000,male,graduate,married,41,0
340000,female,graduate,single,42,1
170000,male,graduate,single,30,1
450000,female,university,single,32,0
350000,female,graduate,single,36,0
50000,male,university,married,50,0
210000,female,university,single,25,0
290000,female,university,single,26,0
180000,female,graduate,single,30,1
230000,female,graduate,single,34,0
140000,female,university,married,27,1
30000,female,graduate,single,24,1
140000,female,graduate,single,26,0
50000,male,university,married,46,0
80000,female,university,married,22,0
120000,male,graduate,single,28,0
400000,female,university,single,37,0
70000,male,university,married,43,0
190000,female,university,single,39,1
60000,female,university,married,40,0
20000,female,highschool,married,38,0
30000,female,highschool,single,50,1
450000,male,graduate,married,41,0
70000,female,graduate,married,38,1
160000,female,university,married,38,0
140000,female,university,married,30,0
130000,female,graduate,single,26,1
70000,female,university,single,42,1
10000,male,highschool,single,34,0
30000,female,university,single,54,0
20000,male,graduate,single,42,0
360000,female,university,single,44,0
50000,male,highschool,single,29,1
20000,male,university,single,24,1
110000,male,university,single,29,0
150000,female,graduate,single,40,0
140000,female,university,married,30,0
70000,female,highschool,married,47,1
80000,male,other,single,28,0
80000,male,graduate,single,32,0
50000,male,university,single,24,0
100000,male,graduate,single,27,0
130000,female,university,single,35,0
400000,male,graduate,single,32,0
500000,male,graduate,single,41,1
450000,male,graduate,single,26,0
80000,female,graduate,single,26,0
500000,male,graduate,married,45,0
210000,female,graduate,single,32,0
440000,female,graduate,single,28,0
280000,male,graduate,single,27,0
10000,male,university,married,50,1
210000,female,university,married,36,0
100000,male,graduate,single,26,0
210000,female,graduate,single,33,1
500000,female,graduate,married,37,0
150000,male,graduate,married,39,0
390000,female,graduate,married,40,0
100000,female,university,married,26,1
300000,male,graduate,married,45,0
80000,male,university,married,46,0
50000,male,university,single,22,0
200000,female,university,single,34,0
380000,female,graduate,married,42,0
90000,female,highschool,single,25,0
50000,male,graduate,single,27,1
30000,female,highschool,single,51,0
300000,male,graduate,married,44,0
20000,male,highschool,married,57,1
50000,female,graduate,married,47,0
50000,male,graduate,single,28,0
70000,female,university,divorce,42,0
230000,female,graduate,married,34,0
290000,female,university,married,37,0
240000,male,graduate,married,49,0
330000,male,graduate,single,32,0
300000,male,graduate,married,38,0
160000,female,graduate,married,40,1
360000,male,graduate,married,36,0
60000,female,university,divorce,49,1
200000,male,graduate,single,42,0
220000,female,graduate,single,50,0
500000,female,university,married,42,0
10000,male,university,single,38,1
20000,female,university,divorce,47,0
50000,female,other,married,33,1
220000,female,university,single,27,1
140000,male,highschool,married,38,1
80000,female,graduate,single,27,0
70000,female,graduate,single,24,0
390000,female,graduate,married,32,0
10000,male,university,married,47,0
290000,male,graduate,single,36,0
280000,male,highschool,married,47,0
250000,female,university,married,29,0
80000,female,university,married,45,1
500000,female,university,married,37,0
50000,male,university,single,26,0
20000,male,highschool,single,23,0
50000,female,university,single,23,1
160000,female,university,married,47,1
20000,male,university,single,24,1
80000,female,highschool,married,25,0
290000,female,university,married,27,0
20000,male,highschool,married,25,0
30000,female,university,married,37,0
170000,male,graduate,single,32,0
700000,female,graduate,married,36,0
50000,male,highschool,divorce,58,0
200000,male,graduate,single,31,0
20000,male,university,married,27,0
60000,male,university,married,41,0
160000,male,highschool,married,42,0
370000,male,university,married,34,0
500000,female,highschool,single,49,0
500000,female,university,married,40,0
50000,female,graduate,single,22,1
140000,female,graduate,married,36,0
210000,female,university,married,50,1
300000,female,graduate,married,56,1
60000,female,university,single,23,1
80000,male,university,married,60,1
50000,male,highschool,married,48,0
240000,female,university,married,44,0
360000,female,graduate,single,27,0
140000,female,graduate,single,24,0
310000,male,graduate,married,37,0
20000,female,university,single,22,0
140000,female,university,single,29,0
440000,male,graduate,married,62,0
330000,male,university,married,34,0
60000,male,graduate,single,26,0
120000,female,university,single,23,0
290000,female,university,single,34,0
20000,male,university,single,26,0
500000,female,university,married,64,1
20000,male,university,single,25,0
150000,female,highschool,married,46,1
490000,female,university,married,42,0
170000,male,university,single,24,0
50000,female,graduate,single,27,1
150000,male,university,married,40,0
390000,male,graduate,single,41,0
380000,male,graduate,single,33,0
170000,female,university,married,34,0
170000,female,university,married,26,0
390000,male,graduate,married,36,1
30000,female,university,single,28,0
300000,female,university,married,48,0
180000,female,graduate,single,25,0
360000,female,university,married,27,0
230000,female,university,married,42,0
30000,male,highschool,single,28,1
400000,female,university,married,45,0
20000,male,university,single,47,1
100000,female,university,single,26,0
340000,male,university,married,43,1
30000,female,university,single,22,0
440000,male,highschool,married,38,1
100000,male,university,married,46,0
30000,female,highschool,single,28,0
20000,male,university,single,43,1
200000,male,university,married,40,0
180000,male,university,single,34,0
50000,female,university,single,34,0
210000,female,university,single,27,0
210000,female,university,single,24,0
220000,female,graduate,married,36,0
240000,male,graduate,married,36,0
200000,male,university,single,33,1
20000,male,university,single,46,1
180000,female,graduate,married,33,0
90000,female,graduate,single,26,1
130000,male,highschool,married,56,1
100000,male,graduate,married,51,1
450000,female,graduate,single,54,0
210000,male,university,married,42,0
380000,female,university,single,28,0
20000,female,university,married,39,0
50000,female,graduate,single,27,0
50000,female,graduate,single,24,1
160000,male,highschool,single,42,0
450000,female,graduate,married,27,0
30000,male,highschool,married,47,0
310000,female,highschool,married,31,0
50000,male,highschool,single,26,1
160000,male,highschool,single,35,0
170000,male,graduate,single,31,0
230000,female,graduate,single,28,0
20000,male,highschool,single,25,0
50000,female,university,single,22,0
140000,female,highschool,married,25,0
50000,female,university,single,43,0
280000,female,university,single,31,0
360000,female,graduate,single,31,0
50000,male,highschool,single,22,0
20000,male,university,single,21,0
310000,female,university,married,34,0
260000,female,highschool,single,33,0
80000,male,graduate,married,41,1
30000,male,highschool,single,42,1
340000,female,university,single,29,0
260000,female,graduate,single,27,0
420000,female,university,married,40,0
80000,female,graduate,married,54,1
400000,male,graduate,married,36,0
460000,male,graduate,married,50,0
200000,male,university,single,39,0
160000,male,university,married,52,0
70000,male,graduate,single,26,1
290000,male,highschool,single,43,0
120000,female,graduate,single,29,0
100000,female,graduate,single,26,0
30000,female,highschool,married,55,0
30000,female,graduate,single,23,1
50000,female,graduate,single,23,0
210000,female,graduate,married,39,1
10000,male,highschool,single,24,1
250000,female,graduate,married,50,0
230000,female,university,married,31,0
150000,male,graduate,single,26,0
20000,female,graduate,single,22,1
150000,female,university,married,41,0
20000,male,highschool,single,48,0
400000,female,graduate,single,30,0
20000,female,university,married,40,0
440000,female,university,married,45,1
20000,male,university,single,26,0
320000,male,graduate,single,26,0
300000,male,graduate,married,37,0
50000,female,highschool,married,24,0
210000,male,graduate,single,27,0
350000,female,graduate,single,33,0
470000,male,graduate,married,33,0
300000,female,graduate,single,28,0
30000,male,university,single,25,1
210000,male,university,single,28,0
30000,female,graduate,married,37,0
200000,female,university,single,27,0
140000,male,university,married,41,0
50000,female,graduate,single,26,0
10000,male,university,single,32,1
390000,female,university,single,28,0
50000,female,highschool,married,50,0
50000,female,university,married,25,1
30000,female,highschool,single,31,0
50000,female,graduate,single,31,1
50000,female,graduate,single,33,0
260000,male,graduate,divorce,41,0
50000,female,graduate,single,34,0
140000,male,graduate,single,28,0
490000,male,graduate,single,28,0
60000,female,university,single,24,1
80000,male,graduate,single,39,1
80000,male,graduate,single,26,0
290000,male,graduate,single,28,0
280000,male,university,single,28,0
130000,male,university,single,29,0
20000,male,highschool,married,52,0
50000,male,university,single,31,1
330000,female,graduate,single,28,0
150000,female,highschool,single,40,1
150000,female,university,single,26,0
210000,male,university,divorce,27,0
10000,male,university,divorce,28,1
300000,female,highschool,married,32,0
140000,female,university,single,35,0
50000,female,university,single,26,0
140000,male,graduate,single,30,0
50000,female,university,married,32,0
500000,male,graduate,single,35,0
500000,female,highschool,married,36,0
20000,male,university,single,38,0
420000,male,graduate,married,47,0
60000,male,university,married,37,1
60000,male,university,married,37,0
190000,female,university,single,35,0
220000,male,graduate,married,48,1
110000,female,university,single,28,1
290000,male,university,married,33,0
50000,female,university,married,25,0
110000,female,university,single,39,0
230000,female,university,married,35,0
250000,female,graduate,married,42,0
100000,male,graduate,single,26,0
30000,female,graduate,single,23,0
230000,male,graduate,married,47,0
50000,male,university,married,29,1
420000,male,graduate,single,33,0
30000,male,university,single,33,0
20000,male,graduate,single,34,1
200000,female,graduate,married,43,0
90000,female,graduate,single,27,0
110000,male,highschool,married,45,0
60000,female,university,single,26,0
80000,male,graduate,single,35,0
50000,male,highschool,married,41,0
180000,male,graduate,single,28,0
110000,female,university,single,39,0
150000,female,graduate,married,33,0
120000,female,university,single,30,0
150000,male,graduate,single,40,0
360000,female,highschool,married,42,0
60000,male,university,married,56,1
480000,male,university,married,40,0
400000,female,university,single,25,0
60000,female,university,single,24,0
240000,female,university,married,29,1
30000,female,graduate,single,27,0
240000,female,graduate,single,38,0
50000,female,university,single,23,1
130000,female,graduate,single,27,0
30000,female,university,married,49,0
10000,male,university,married,35,0
180000,male,university,single,27,0
230000,female,highschool,single,26,0
30000,female,graduate,single,27,0
50000,male,highschool,married,52,0
500000,male,graduate,single,30,0
360000,male,university,single,30,0
460000,female,graduate,married,43,0
10000,female,university,single,32,0
270000,female,graduate,single,32,0
80000,male,university,married,43,0
100000,male,graduate,single,32,0
20000,male,highschool,married,42,1
300000,male,university,married,38,1
30000,female,university,single,44,0
160000,male,graduate,single,33,1
30000,female,university,single,25,0
160000,female,graduate,single,31,0
380000,female,graduate,single,31,0
180000,male,university,single,43,0
100000,male,graduate,married,45,0
260000,male,graduate,married,38,0
180000,female,highschool,single,25,0
240000,male,highschool,married,38,0
30000,male,university,divorce,44,1
50000,male,university,single,26,0
180000,female,university,married,43,0
20000,male,university,single,24,0
130000,male,university,single,31,1
240000,male,graduate,married,36,0
160000,female,other,married,35,0
60000,male,highschool,single,29,1
100000,male,highschool,married,35,0
320000,female,university,single,28,0
110000,female,university,married,62,0
50000,female,graduate,single,31,1
50000,male,university,married,38,1
140000,male,university,single,39,0
80000,male,university,married,46,1
50000,male,university,single,23,0
140000,female,university,married,35,1
210000,female,university,married,52,0
130000,male,university,married,35,0
200000,female,graduate,single,31,1
110000,male,university,single,40,0
140000,female,university,single,27,0
20000,male,university,single,43,0
450000,male,university,single,30,1
170000,male,university,married,36,0
170000,female,university,married,36,0
180000,male,university,single,29,0
200000,male,graduate,married,39,0
80000,female,university,married,27,0
150000,female,university,single,41,0
160000,male,graduate,single,31,1
60000,male,highschool,single,38,0
240000,female,university,married,39,1
20000,male,university,single,24,1
500000,male,graduate,single,30,0
280000,female,university,single,50,0
200000,male,graduate,divorce,50,1
290000,female,graduate,single,29,0
80000,female,graduate,single,34,1
20000,female,highschool,married,61,1
400000,female,graduate,single,41,0
30000,female,highschool,married,53,0
130000,male,graduate,married,34,1
60000,male,university,married,33,0
20000,male,highschool,married,37,0
160000,male,university,married,43,0
110000,female,university,single,25,0
230000,male,graduate,married,40,0
20000,female,graduate,single,22,0
140000,female,university,married,34,0
130000,female,highschool,married,48,0
130000,female,graduate,single,47,1
200000,male,university,married,30,0
60000,female,highschool,married,43,1
20000,male,graduate,single,25,0
110000,female,graduate,single,32,1
320000,female,graduate,single,27,1
130000,male,highschool,divorce,40,0
280000,male,graduate,married,50,0
290000,male,graduate,single,34,0
30000,female,highschool,married,28,0
80000,male,university,single,28,0
70000,female,graduate,single,24,0
80000,female,highschool,married,44,0
200000,female,graduate,married,33,0
50000,male,university,married,28,0
120000,male,university,single,28,0
80000,male,graduate,single,29,0
200000,female,university,married,35,1
90000,female,university,married,34,0
30000,female,university,married,38,0
30000,female,highschool,married,29,0
50000,female,highschool,single,23,0
150000,male,university,single,31,0
280000,female,university,married,42,0
10000,male,highschool,single,25,0
160000,female,university,married,35,0
160000,female,university,married,30,0
390000,male,graduate,married,46,0
50000,male,university,single,22,1
50000,male,university,single,26,0
150000,male,university,single,28,0
50000,male,highschool,single,23,0
190000,female,graduate,single,39,0
10000,male,highschool,single,29,1
210000,female,graduate,single,37,0
230000,male,graduate,single,32,0
150000,female,graduate,married,52,0
230000,female,graduate,married,34,0
80000,female,graduate,single,28,0
160000,female,other,single,31,0
500000,female,graduate,single,27,0
180000,female,graduate,single,34,0
30000,female,university,single,23,1
130000,female,graduate,married,47,0
10000,female,highschool,married,46,0
20000,female,university,married,45,0
30000,male,highschool,single,27,0
30000,male,university,single,38,1
320000,female,graduate,married,39,0
10000,male,university,single,23,1
350000,female,other,single,53,0
20000,male,highschool,single,35,0
50000,male,university,single,25,0
310000,male,graduate,single,28,0
80000,male,university,single,34,0
170000,male,graduate,single,43,0
10000,female,highschool,divorce,52,1
30000,male,highschool,single,41,0
170000,female,highschool,single,46,0
230000,female,graduate,married,32,0
50000,female,university,single,23,0
300000,female,graduate,married,52,0
210000,male,university,married,37,0
20000,female,highschool,married,36,0
20000,female,university,married,32,0
20000,female,university,single,25,0
80000,male,graduate,single,29,0
30000,female,university,divorce,22,0
200000,male,graduate,single,33,1
210000,male,graduate,single,31,0
330000,female,graduate,married,42,0
30000,male,university,single,25,1
280000,male,graduate,married,39,0
300000,male,graduate,married,37,0
10000,male,highschool,married,42,0
50000,female,university,single,24,0
280000,male,university,married,49,0
20000,male,university,married,51,0
130000,male,university,single,32,0
20000,male,university,single,25,0
120000,female,university,single,26,0
400000,female,graduate,single,33,0
300000,female,university,single,39,0
30000,female,university,single,23,0
20000,male,university,married,47,1
320000,female,university,married,43,0
80000,male,university,married,57,0
160000,male,highschool,married,59,0
80000,female,highschool,single,50,0
280000,female,highschool,single,47,0
210000,female,graduate,single,28,1
250000,female,graduate,single,27,0
120000,female,graduate,single,27,0
20000,female,university,single,27,0
200000,female,university,single,35,0
100000,male,graduate,married,45,0
80000,female,university,married,53,0
450000,female,graduate,single,39,0
200000,female,graduate,married,38,0
50000,female,university,single,28,0
500000,female,university,single,31,0
50000,male,graduate,single,25,0
450000,female,graduate,married,29,0
130000,female,graduate,single,30,0
220000,female,graduate,single,29,0
210000,female,university,married,38,0
50000,male,graduate,single,57,0
260000,male,university,single,31,0
70000,female,university,single,26,0
50000,male,university,married,37,1
20000,male,university,single,28,1
170000,male,university,married,34,1
100000,female,university,single,34,0
200000,female,university,single,30,1
30000,female,highschool,married,59,1
300000,female,graduate,single,39,0
360000,female,university,single,28,1
140000,male,graduate,single,33,0
360000,female,university,single,28,0
150000,female,university,married,43,0
280000,male,university,married,37,0
230000,female,university,married,46,0
80000,female,highschool,married,46,0
50000,male,graduate,single,32,0
180000,male,graduate,single,30,1
100000,male,university,single,34,1
30000,male,graduate,single,30,1
80000,male,graduate,married,37,0
500000,female,graduate,married,39,0
150000,female,university,single,33,0
50000,female,university,single,22,0
260000,female,graduate,married,42,0
410000,female,university,married,35,0
50000,female,highschool,married,33,0
100000,female,university,married,39,0
90000,female,highschool,married,37,0
50000,male,graduate,single,32,0
200000,female,university,married,51,0
240000,male,graduate,single,33,0
360000,male,graduate,single,29,1
170000,female,graduate,single,37,0
80000,female,highschool,married,30,1
260000,male,highschool,married,49,0
70000,female,university,single,55,0
30000,female,highschool,single,43,0
290000,female,university,married,35,0
110000,female,university,married,46,1
110000,male,university,married,30,1
200000,male,university,married,40,0
70000,female,highschool,single,22,0
150000,female,university,single,29,0
340000,female,university,single,43,0
30000,female,university,single,25,1
200000,male,graduate,married,40,0
400000,female,university,single,44,0
110000,female,university,married,41,0
420000,male,university,married,36,0
150000,female,other,married,45,0
290000,female,graduate,married,36,0
160000,male,graduate,married,58,0
50000,male,highschool,single,31,1
150000,male,graduate,single,25,0
500000,female,graduate,single,29,0
140000,female,university,single,26,0
200000,male,graduate,married,44,0
230000,male,graduate,married,46,1
60000,female,university,single,26,0
150000,male,university,married,38,0
340000,female,graduate,single,29,0
140000,male,graduate,single,30,0
20000,female,graduate,married,41,0
200000,female,graduate,single,26,0
20000,male,highschool,married,44,0
300000,female,graduate,married,29,0
200000,female,graduate,married,64,1
180000,male,graduate,single,28,0
30000,female,highschool,married,24,0
350000,male,graduate,married,62,0
160000,male,graduate,single,28,0
20000,female,highschool,married,42,1
130000,male,graduate,single,28,0
180000,female,graduate,married,43,0
220000,female,university,married,36,1
120000,female,university,single,25,0
500000,female,university,married,33,0
150000,female,graduate,single,29,1
180000,male,graduate,single,29,0
440000,male,graduate,single,30,0
190000,female,university,married,35,0
160000,female,university,married,40,1
20000,male,university,married,37,0
30000,male,highschool,married,44,0
420000,male,graduate,married,32,0
370000,female,graduate,single,28,0
60000,male,university,single,35,0
180000,male,university,single,43,0
