ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
5409,60000,female,other,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,52176,39107,39547,39555,40216,41039,2000,2000,1500,2000,2200,2000,n
5410,150000,male,high school,married,45,pay duly,use of revolving credit,pay duly,pay duly,pay duly,pay duly,29169,15000,15000,0,15000,0,1000,15000,0,15000,0,0,n
5411,260000,female,university,married,43,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,690,2500,0,0,0,0,2500,0,0,0,0,0,n
5412,230000,male,graduate school,married,40,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
5413,50000,male,university,divorced,49,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,24282,23470,23297,22546,19563,20227,1500,1500,2150,0,1000,1000,n
5414,230000,female,graduate school,single,23,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,61580,62272,1462,622,1083,622,2862,1462,622,1083,622,872,n
5415,280000,female,graduate school,married,44,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,235635,197003,198808,187425,177340,180506,7665,6497,5555,5027,5065,5361,n
5416,500000,male,university,single,67,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,4410,2662,2533,1821,2498,3622,2681,2547,1826,2505,3630,3099,n
5417,30000,male,university,married,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,29723,30428,26558,27265,27953,28456,2000,2000,1500,1500,1500,1500,n
5418,330000,female,university,married,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,298644,297005,303257,302905,304151,299959,13000,13000,11000,11100,11000,16000,n
5419,180000,male,graduate school,married,50,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,181624,182765,180769,141352,142078,141695,9021,6126,4856,4990,5133,5002,n
5420,30000,male,university,single,47,3 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,29774,30797,29216,29681,29321,28068,1800,0,1200,1000,1046,904,y
5421,200000,male,graduate school,single,36,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,1801,9483,60571,57990,9568,82,9556,60025,5032,5054,5000,3000,n
5422,80000,female,high school,married,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,52456,20925,15115,12465,6925,6049,11500,3000,4000,1260,6100,0,n
5423,80000,male,university,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,31780,33261,34703,36125,38374,39382,2000,2000,2000,3000,1800,2000,y
5424,100000,female,graduate school,single,27,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,3904,398,931,5983,2010,1413,400,931,5983,2010,1413,3655,n
5425,300000,male,graduate school,married,54,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
5426,240000,female,graduate school,married,58,1 month delay,pay duly,pay duly,pay duly,no consumption,pay duly,0,222,1900,0,0,5435,222,1900,0,0,5435,7000,y
5427,50000,female,university,married,49,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,12515,9115,1198,198,1198,11198,9115,1198,198,1198,11198,29358,y
5428,50000,female,high school,married,50,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,35415,38940,36319,22538,23013,23465,6960,0,1000,1000,1000,1000,n
5429,100000,male,university,married,42,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,use of revolving credit,17565,19700,18306,18239,17053,16753,3183,0,1274,0,754,700,n
5430,110000,male,high school,single,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,84965,85007,84965,79625,79370,81134,3280,2913,2790,2851,3053,2458,n
5431,180000,female,university,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,23820,22749,21221,18190,17919,18402,2005,2000,2004,2500,3000,4000,n
5432,140000,female,university,single,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,140881,136889,140615,78486,48476,50509,8140,8000,4000,1917,3000,3000,n
5433,80000,male,university,single,28,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,77701,19577,22033,57522,58939,60790,2000,2800,36000,2500,3000,5000,n
5434,90000,female,graduate school,single,26,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,17018,3692,5037,5899,4129,17246,3692,5037,5899,4129,17246,4221,n
5435,90000,male,high school,married,45,2 month delay,use of revolving credit,use of revolving credit,pay duly,pay duly,no consumption,37681,27664,18037,1696,-4,2889,1519,5035,6700,0,2893,304,y
5436,240000,female,university,single,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,188983,190556,189914,190434,179424,183299,7106,12014,6075,5900,5900,5500,n
5437,150000,male,graduate school,married,41,1 month delay,no consumption,pay duly,pay duly,pay duly,no consumption,-200,-200,1600,5431,0,0,0,1800,5431,0,0,0,n
5438,240000,female,graduate school,single,33,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,153062,156122,159998,161434,163403,167230,7000,8000,7000,6000,8000,7000,n
5439,80000,male,high school,single,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,78562,56877,57761,58707,56220,60463,2100,2100,2100,2100,5500,5200,n
5440,110000,female,university,married,42,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,28383,27653,29003,29447,27701,28285,0,2000,1000,0,1000,1000,n
5441,120000,female,university,single,39,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,22033,24067,24372,24670,25617,26535,2400,1000,1000,1500,1500,1500,n
5442,360000,female,university,married,42,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,18186,7954,11609,10070,5079,4086,9548,11624,10070,5079,4086,1190,n
5443,150000,male,other,single,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,175348,153679,110237,46972,29045,20105,9304,2921,15000,1137,600,0,n
5444,80000,male,graduate school,married,53,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2783,1108,21400,21000,21000,0,1200,21000,0,0,0,0,n
5445,140000,male,university,married,47,3 month delay,3 month delay,3 month delay,2 month delay,use of revolving credit,use of revolving credit,192182,187720,189659,185477,189351,193122,0,6500,0,6497,6536,6760,y
5446,50000,male,university,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,15090,16421,17144,17636,17850,18212,1577,1300,777,647,658,811,n
5447,20000,female,high school,married,36,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,17216,17541,18300,19100,2200,0,900,1200,1000,100,0,0,n
5448,240000,female,graduate school,married,29,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,21409,17833,194043,194991,192800,178318,1000,194043,6530,7000,7000,10000,n
5449,50000,male,graduate school,single,49,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,47754,48648,8868,9044,9234,9418,2280,1500,323,335,337,500,n
5450,380000,male,graduate school,married,57,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,319243,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078,n
5451,30000,male,university,single,49,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,1659,1473,390,390,390,1320,1473,390,390,390,1320,0,n
5452,50000,female,university,married,31,1 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,23781,24900,25098,24396,25310,25740,1800,900,0,1310,1000,1000,n
5453,160000,female,university,married,36,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2511,2242,6109,2500,2689,0,2242,6745,2500,2689,0,0,y
5454,50000,male,university,divorced,53,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,49170,49446,36445,24788,24967,28652,2009,2500,1000,1500,28939,1200,n
5455,80000,female,high school,single,31,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,34620,35759,40020,40766,39982,44621,2000,5200,1700,0,5500,0,n
5456,70000,female,university,single,28,1 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,70736,72014,72215,70779,62525,71427,3000,2200,0,3000,10000,10000,y
5457,200000,male,graduate school,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,187889,190967,195622,126281,128702,131001,8000,8000,5000,5000,5000,5000,n
5458,100000,female,high school,married,28,3 month delay,4 month delay,3 month delay,2 month delay,use of revolving credit,pay duly,110946,106423,101256,48876,28468,3875,0,0,0,1603,3875,55,y
5459,180000,male,university,single,38,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,21564,20939,22182,12382,-18,-18,0,2100,200,0,0,0,y
5460,360000,male,high school,married,53,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,45421,68526,47416,48811,193712,80601,68536,47427,48846,193712,80601,11166,n
5461,230000,male,graduate school,single,39,pay duly,pay duly,pay duly,2 month delay,pay duly,pay duly,834,-150,517,53,603,10141,0,667,0,700,10200,5200,n
5462,190000,female,university,married,48,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,210612,206806,203803,167103,163528,162555,7496,9144,5972,5858,6174,6047,n
5463,260000,male,graduate school,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,122423,123006,122956,123709,120603,122674,5940,6000,4500,4500,4546,4510,n
5464,30000,female,university,single,25,pay duly,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,4471,5747,5509,6260,7654,8522,1500,0,1000,1500,1000,800,n
5465,150000,female,high school,single,25,1 month delay,no consumption,no consumption,pay duly,pay duly,pay duly,0,0,0,900,0,583,0,0,900,0,583,2000,n
5466,80000,female,university,single,34,1 month delay,pay duly,pay duly,no consumption,no consumption,no consumption,0,7400,-600,-600,-600,-600,7400,0,0,0,0,0,n
5467,80000,male,university,married,37,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,81562,56352,29582,28852,29464,28688,11,3500,0,1033,1502,2002,y
5468,180000,female,high school,married,43,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,1242,0,0,0,0,0,0,0,0,0,0,0,n
5469,350000,female,graduate school,single,33,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,-2,-2,-2,-2,-2,-2,0,0,0,0,0,940,n
5470,200000,female,high school,married,30,pay duly,pay duly,2 month delay,pay duly,pay duly,pay duly,1120,1100,740,740,890,740,1100,0,740,890,740,740,n
5471,140000,male,university,single,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,24050,68059,62503,61129,59089,58160,50000,3000,4000,5000,4000,2000,n
5472,20000,male,graduate school,single,25,use of revolving credit,use of revolving credit,pay duly,pay duly,no consumption,no consumption,2652,3127,1500,0,0,0,1200,1500,0,0,0,1632,y
5473,20000,female,high school,divorced,55,1 month delay,2 month delay,3 month delay,2 month delay,2 month delay,2 month delay,18558,20358,19743,19128,20560,20082,2400,0,0,1744,0,600,y
5474,220000,male,graduate school,single,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,34339,35075,32355,31573,51279,53590,1294,2000,2000,30000,3000,2000,n
5475,290000,female,graduate school,single,36,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,170422,173840,169476,177186,161057,163338,7594,0,12000,0,6818,5182,y
5476,80000,female,high school,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,29676,30707,31721,32350,33031,33926,1513,1527,1156,1200,1445,3700,n
5477,16000,female,university,married,48,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,4577,4358,5366,5473,5750,6995,0,1089,196,365,1500,0,n
5478,100000,female,university,married,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,82308,83994,85688,86643,88280,90054,3261,3307,2581,2502,2525,2600,n
5479,390000,female,university,married,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,200612,202794,191419,81360,66864,66729,8315,6839,3000,2348,2401,2355,n
5480,550000,female,graduate school,single,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,83707,49676,49196,37784,35317,7433,3023,5070,3017,7148,2037,14243,n
5481,80000,female,university,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,81358,69913,71541,72541,54061,55136,3126,3391,3000,2000,1974,2043,n
5482,150000,female,university,married,39,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,12365,58266,40921,24053,25856,77913,53444,20144,14182,16819,78287,15679,n
5483,20000,female,university,married,27,use of revolving credit,use of revolving credit,pay duly,pay duly,no consumption,no consumption,7286,2160,780,0,0,0,1006,780,0,0,0,0,n
5484,20000,female,university,single,21,use of revolving credit,pay duly,pay duly,no consumption,no consumption,no consumption,20000,1685,0,0,0,0,1685,0,0,0,0,0,n
5485,100000,female,high school,single,29,no consumption,no consumption,no consumption,pay duly,pay duly,pay duly,2038,11383,1661,1891,3681,870,11386,1665,1894,3689,870,1755,n
5486,30000,male,high school,single,28,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,3 month delay,300,300,300,300,1300,1150,0,0,0,1000,150,0,y
5487,80000,female,high school,married,47,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,33590,34524,34038,33231,33440,5513,2079,1200,0,816,365,5000,n
5488,30000,male,graduate school,single,33,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,27274,25744,27504,26987,26927,25553,0,3000,1000,1300,0,1000,y
5489,140000,male,high school,single,23,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,390,390,390,1434,1309,540,390,390,1434,1309,540,540,n
5490,200000,male,university,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,180461,171839,173325,153953,144206,143178,8300,10000,6000,6000,6000,4500,n
5491,290000,male,graduate school,single,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,255049,247090,242309,238609,238712,237847,9006,8507,10902,8600,8671,8210,n
5492,50000,male,university,single,23,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,pay duly,96234,44882,1270,880,390,390,1052,1270,0,0,390,0,n
5493,260000,female,graduate school,single,28,1 month delay,no consumption,pay duly,pay duly,no consumption,no consumption,0,0,355,2165,2165,0,0,355,2835,335,335,335,n
5494,60000,male,university,married,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,24608,18686,18571,18118,16179,12919,1400,1500,1295,3655,330,507,n
5495,280000,male,graduate school,married,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,212968,312960,373419,232919,228387,235187,237000,150000,10000,150000,10572,7313,n
5496,100000,female,graduate school,single,36,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,2 month delay,10672,11025,5791,3623,5554,5309,2355,0,500,2000,0,1000,n
5497,290000,female,high school,married,48,pay duly,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,284990,274764,225000,16635,15000,47143,10000,25000,16635,15000,47143,2088,n
5498,50000,male,high school,married,49,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,10644,12163,14147,13626,15194,16929,2000,2500,0,2000,2000,2000,n
5499,150000,male,graduate school,single,66,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,131027,135519,147692,149166,151934,137885,6600,16200,5200,5110,0,5300,n
5500,390000,female,graduate school,married,39,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,48417,15530,112316,114797,131601,130295,2000,97472,4000,20000,31667,6539,n
5501,180000,female,university,married,44,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,161186,167080,170788,174764,162667,166953,10000,8000,7000,6000,7000,10000,n
5502,290000,female,university,married,55,1 month delay,no consumption,pay duly,pay duly,pay duly,2 month delay,0,166,2462,-150,1134,777,166,2462,150,1833,0,500,y
5503,180000,male,university,single,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,22387,23453,20171,20245,20769,23770,1500,1500,1000,1000,3490,1000,n
5504,80000,female,graduate school,single,31,pay duly,pay duly,pay duly,pay duly,pay duly,2 month delay,14401,4374,15020,4233,5934,158,4374,15037,4233,6092,0,13391,n
5505,450000,female,graduate school,married,42,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,72517,0,6281,3446,6157,0,0,6281,3446,6157,0,14380,n
5506,20000,male,university,single,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,20009,20602,21255,19105,19609,19283,1700,1600,1200,1000,900,1000,n
5507,80000,male,graduate school,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,31443,26358,20050,10850,4204,0,1800,1621,0,0,0,0,n
5508,100000,female,university,single,36,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,87656,90341,92244,93316,95158,97776,5000,4300,3500,3500,4200,4500,n
5509,70000,male,high school,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,58665,55845,55362,39615,40477,43295,6852,2010,1500,1500,3500,2000,n
5510,330000,male,high school,married,49,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,217148,218414,216225,181352,181172,179835,7849,7919,6198,6525,6523,6122,n
5511,200000,male,graduate school,single,30,no consumption,no consumption,pay duly,pay duly,no consumption,pay duly,1488,2493,5261,993,2494,3890,2505,5268,996,2501,3896,5189,n
5512,30000,male,graduate school,single,36,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,27748,24640,51026,27400,26823,28621,1500,1500,4200,0,2252,0,n
5513,200000,female,high school,married,69,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,no consumption,2500,2500,2500,2500,0,0,0,0,0,0,0,0,y
5514,80000,female,graduate school,single,27,pay duly,pay duly,pay duly,pay duly,no consumption,no consumption,5060,0,3885,0,0,0,0,3885,0,0,0,860,n
5515,340000,female,graduate school,single,40,use of revolving credit,pay duly,use of revolving credit,pay duly,pay duly,2 month delay,68616,6691,10961,8722,4776,2812,7355,10012,8740,4776,0,6000,n
5516,20000,female,university,single,56,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,17091,17596,15524,14807,13667,16271,3000,3006,3506,3500,7011,7125,y
5517,130000,female,graduate school,single,29,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,126509,109944,105049,68154,67397,61764,6000,6000,5000,2500,3000,3000,n
5518,400000,male,graduate school,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,115506,123607,140859,157131,126146,115529,10000,20009,20146,68,5109,5084,n
5519,200000,female,university,married,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,34391,26945,26349,26925,27841,29368,1507,1427,1003,2000,2000,1060,n
5520,80000,female,university,married,47,use of revolving credit,use of revolving credit,pay duly,pay duly,no consumption,no consumption,4762,3235,1970,0,0,0,1000,1970,0,0,0,0,n
5521,50000,male,high school,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,26979,21029,18765,19145,19229,19026,1328,1298,678,687,691,700,n
5522,30000,female,graduate school,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,19783,20959,22269,22601,23085,23646,1500,1668,1000,1000,944,762,n
5523,70000,female,university,single,22,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,31377,31420,30940,24765,25942,27073,6000,1125,1300,3000,2500,1200,n
5524,500000,male,graduate school,single,33,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,3933,5924,39167,4683,7222,35746,5954,39373,4706,7259,35924,5750,n
5525,80000,male,graduate school,single,27,pay duly,pay duly,pay duly,pay duly,no consumption,pay duly,6544,4924,1990,0,0,4350,4924,1990,0,0,4350,0,n
5526,120000,male,university,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,94166,73086,62511,36996,30311,26414,3500,2347,5000,3000,2000,10000,n
5527,390000,male,graduate school,married,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,17794,23518,28139,32711,36215,40650,6000,5000,5000,4000,5000,8883,n
5528,30000,male,high school,married,52,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,28889,30050,29797,18464,12235,0,2002,1025,1230,1042,0,0,n
5529,70000,female,graduate school,single,30,use of revolving credit,pay duly,pay duly,2 month delay,use of revolving credit,use of revolving credit,6749,64626,47161,27534,26660,27022,64626,3000,0,946,1424,1000,n
5530,140000,male,high school,single,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,115940,100572,10776,10776,1059,0,10000,1000,0,1059,0,0,n
5531,30000,female,university,married,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,52636,27761,28791,29078,30125,8941,3164,1615,902,1374,767,849,n
5532,190000,female,university,single,25,1 month delay,no consumption,pay duly,use of revolving credit,use of revolving credit,pay duly,0,0,2251,2251,497,7681,0,2251,0,600,9289,6374,n
5533,270000,male,graduate school,single,33,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,117705,123812,125284,126708,134352,108585,8000,5000,5000,10000,5000,5000,n
5534,290000,male,graduate school,single,35,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,184910,118701,97606,76053,53994,31812,4166,3400,2588,1696,1113,1647,y
5535,50000,male,university,single,29,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,no consumption,no consumption,1972,2524,0,0,0,0,2500,0,0,0,0,0,y
5536,200000,female,graduate school,married,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,30689,31895,32808,28298,26538,24645,5003,5000,5000,2000,5000,3000,n
5537,30000,female,university,single,24,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,2 month delay,5807,7153,7877,8591,10302,10006,1600,1000,1000,2000,0,1500,n
5538,150000,male,university,married,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,46625,66174,81085,75300,77276,64065,30151,40104,10013,5083,1819,4793,n
5539,30000,female,high school,single,48,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2946,0,390,390,390,0,0,390,390,390,0,780,y
5540,500000,male,graduate school,married,34,no consumption,pay duly,pay duly,pay duly,pay duly,pay duly,33348,90852,42389,19238,34750,21464,90889,42398,19244,34750,21464,28557,n
5541,20000,female,graduate school,single,23,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,17229,17591,17750,17175,18716,18782,1300,2180,0,1818,1000,680,n
5542,50000,male,high school,married,29,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,22446,21799,23130,24432,26862,29244,0,1698,2000,3000,3000,5000,n
5543,280000,male,university,single,30,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,110550,113877,115223,116930,112607,95949,6600,4700,5100,0,4200,3000,n
5544,80000,male,high school,single,24,1 month delay,pay duly,pay duly,pay duly,pay duly,pay duly,0,832,416,416,416,416,1248,416,416,416,416,416,n
5545,200000,male,graduate school,single,27,1 month delay,no consumption,pay duly,use of revolving credit,pay duly,pay duly,0,0,6331,6460,630,500,0,6331,129,630,500,0,n
5546,30000,female,high school,married,60,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,27331,27171,28491,28091,28664,0,2000,2000,0,573,0,0,n
5547,30000,female,university,married,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,22280,23671,24233,22893,3332,3400,1748,1310,490,67,68,0,n
5548,380000,female,university,married,35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2661,2022,1823,1823,1823,1198,2022,1823,1823,1823,1198,2068,n
5549,260000,female,university,single,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,164351,164244,158124,62373,746,-45734,7000,5115,2000,746,5025,54836,n
5550,50000,male,university,single,22,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,50043,98450,48689,19773,19931,19237,1000,2000,900,900,1000,1000,n
5551,90000,male,high school,married,53,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,99905,87296,90388,56087,27055,22320,3763,5150,1100,977,1202,3495,n
5552,20000,male,university,married,40,1 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,15919,16939,16374,16604,16837,17357,1570,0,800,650,800,1000,n
5553,10000,male,university,single,27,1 month delay,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,-2000,2475,4428,6368,9046,10000,4475,2000,2000,2780,2000,0,n
5554,400000,female,university,married,44,1 month delay,no consumption,pay duly,pay duly,pay duly,pay duly,0,0,1228,3405,961,-251,0,1228,3405,961,0,0,n
5555,300000,female,graduate school,single,32,no consumption,pay duly,pay duly,no consumption,no consumption,pay duly,2081,1925,1656,1756,1776,3414,1925,1656,1756,1776,3414,109,n
5556,150000,female,other,married,25,no consumption,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,1072,963,3271,16741,8230,6517,1321,3271,16741,0,3885,11970,n
5557,50000,female,university,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,51444,52607,48083,30205,29747,30042,2000,1500,1690,1200,1200,992,n
5558,100000,female,university,single,25,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,101827,99365,100349,72391,72396,72668,0,3927,2700,2800,3000,3000,y
5559,150000,female,university,married,38,no consumption,no consumption,no consumption,no consumption,no consumption,pay duly,0,0,0,0,0,150,0,0,0,0,150,810,y
